"user_handle","assessment_tag","user_assessment_date","user_assessment_score"
6136,"javascript","2017-09-28 08:15:48",105
9632,"c-sharp","2016-12-20 20:05:16",158
9632,"java","2016-12-20 02:15:31",108
9094,"javascript","2017-07-04 22:49:39",139
1403,"c-plus-plus","2017-08-18 08:09:00",144
1403,"java","2017-08-18 06:27:35",102
1403,"python","2017-08-18 07:51:27",176
5408,"java","2017-11-01 14:25:24",130
5381,"c-sharp","2017-09-29 00:18:37",190
8642,"javascript","2017-08-31 11:32:55",195
4874,"c-plus-plus","2017-08-21 15:56:17",101
9467,"node-js","2017-03-18 11:55:23",113
7317,"c-plus-plus","2017-10-13 17:18:55",111
7702,"c-sharp","2017-10-10 21:13:39",138
7702,"html5","2017-10-10 21:01:28",128
7702,"mysql","2017-10-10 21:20:03",126
7890,"jquery","2017-08-22 07:38:02",109
4570,"aspnet-mvc-5","2017-06-09 05:06:17",161
1011,"java","2017-09-12 11:25:50",179
1011,"javascript","2017-09-12 11:33:54",180
1011,"react","2017-07-06 12:36:19",119
2308,"java","2017-06-25 20:24:58",119
2308,"javascript","2017-06-25 20:47:40",60
9391,"java","2017-10-20 15:22:04",240
2141,"aspnet-mvc-5","2017-10-09 15:14:41",58
2141,"c-sharp","2017-05-25 19:01:38",113
2141,"java","2017-11-07 21:54:48",83
1016,"angular-js","2017-07-01 19:30:42",101
1016,"aspnet-mvc-5","2017-07-01 19:24:22",217
1016,"c-sharp","2017-07-05 20:12:43",226
1016,"javascript","2017-07-01 19:51:13",218
1016,"jquery","2017-07-01 19:58:02",120
9833,"c-sharp","2017-07-13 17:29:01",75
1563,"sharepoint","2017-09-06 16:30:18",50
1030,"azure-administrator","2017-07-10 13:32:32",148
1030,"azure-infrastructure-as-a-service","2017-07-10 13:46:47",126
1030,"powershell","2017-07-06 13:49:59",230
9964,"angular-js","2017-06-30 11:23:05",156
9964,"aspnet-mvc-5","2017-06-26 00:01:15",89
9964,"c-sharp","2017-07-11 23:20:55",121
7554,"the-scrum-framework","2017-10-30 14:17:47",123
4717,"android","2017-10-13 22:12:22",214
3311,"mysql","2017-07-03 02:02:54",44
9206,"css","2017-05-31 11:40:13",225
9206,"java","2017-10-29 18:11:11",199
7536,"android","2017-09-06 18:46:56",182
7536,"c-plus-plus","2017-10-02 15:04:57",82
7536,"c-sharp","2016-09-08 21:27:33",158
7536,"css","2016-09-09 18:28:09",128
7536,"html5","2016-09-09 18:24:17",113
7536,"java","2016-09-08 21:06:48",167
7536,"mysql","2016-09-08 21:01:28",186
7536,"photoshop","2016-08-29 16:31:50",124
7536,"powershell","2016-09-08 20:54:23",215
7536,"python","2016-09-08 21:43:10",164
4120,"java","2017-11-16 10:00:47",107
2776,"aspnet-mvc-5","2017-05-03 21:32:30",168
3318,"html5","2017-10-26 16:14:01",129
3318,"indesign-cc-creative-professionals","2017-10-26 16:20:40",101
3318,"photoshop","2017-10-26 15:25:38",199
3318,"the-scrum-framework","2017-10-26 15:09:39",89
388,"angular","2017-10-12 09:19:07",229
388,"c-sharp","2017-10-12 08:51:03",152
388,"javascript","2017-04-19 10:41:09",110
6508,"powershell","2017-08-07 17:29:29",70
6508,"the-scrum-framework","2017-07-28 23:03:13",125
9279,"angular","2017-10-31 20:27:13",52
9279,"c-sharp","2017-10-12 14:04:48",137
9279,"using-microsoft-office-2016","2017-09-21 08:32:13",234
6111,"c-sharp","2017-11-19 02:28:10",120
7634,"java","2017-08-28 10:05:09",219
2430,"docker","2017-11-13 15:52:48",105
4838,"node-js","2017-01-30 11:34:14",23
4838,"sharepoint","2017-09-20 16:53:07",148
9235,"html5","2017-10-26 20:12:11",143
9651,"css","2017-11-18 04:37:44",165
4779,"python","2017-04-27 17:32:42",181
5661,"c-sharp","2017-06-26 21:42:13",159
5661,"java","2017-06-26 21:51:38",230
5661,"javascript","2017-06-26 21:27:40",182
5661,"python","2017-06-26 22:02:10",277
6794,"java","2017-11-21 18:07:27",182
5564,"html5","2017-11-06 20:53:20",57
5806,"mysql","2017-11-09 21:32:39",49
2132,"the-scrum-framework","2017-07-27 19:09:27",65
7592,"javascript","2017-10-07 17:06:31",126
7592,"react","2017-10-07 17:16:43",125
7769,"aspnet-mvc-5","2017-09-18 08:03:10",175
5924,"c-sharp","2017-09-10 10:11:56",135
5924,"javascript","2017-09-10 10:21:30",131
3517,"aspnet-mvc-5","2016-12-15 19:31:42",187
3517,"azure-for-developers","2017-09-11 08:50:35",72
3517,"c-sharp","2016-12-17 10:10:40",212
3517,"css","2016-12-17 10:03:09",104
3517,"html5","2016-12-17 19:46:40",130
3517,"javascript","2016-12-17 19:41:37",147
1458,"python","2017-11-03 18:52:18",175
8247,"javascript","2017-09-21 14:40:17",160
8247,"the-scrum-framework","2017-09-21 14:21:24",52
6933,"html5","2017-11-22 22:07:02",197
6933,"java","2017-11-22 21:59:53",192
6933,"javascript","2017-11-22 21:11:19",214
6933,"the-scrum-framework","2017-11-22 20:57:29",164
7740,"using-microsoft-office-2016","2017-11-02 14:59:06",129
1637,"c-sharp","2017-07-05 14:22:26",104
2484,"c-plus-plus","2017-10-09 10:20:29",92
2484,"c-sharp","2017-10-09 10:12:25",133
2484,"mysql","2017-10-09 10:26:46",117
2484,"python","2017-10-09 10:03:53",119
1991,"azure-administrator","2017-07-23 11:12:52",96
7826,"c-sharp","2017-08-26 20:41:29",194
7826,"java","2017-08-25 16:29:47",104
7826,"javascript","2017-09-20 22:23:16",106
7826,"jquery","2017-09-24 00:09:07",180
7826,"python","2017-08-25 14:50:03",134
9407,"c-plus-plus","2017-09-29 18:17:51",142
6678,"graphic-design","2017-09-25 22:36:57",149
1096,"c-sharp","2017-05-18 20:16:51",171
4707,"java","2017-08-23 17:32:49",161
6888,"android","2017-10-06 13:54:13",124
6888,"c-sharp","2017-06-05 17:19:03",182
6888,"java","2017-07-04 16:29:47",280
6888,"javascript","2017-06-11 15:24:59",250
6888,"jquery","2017-11-11 17:35:02",217
6888,"node-js","2017-11-21 18:06:05",198
8595,"aspnet-mvc-5","2017-09-28 15:39:10",186
8595,"c-sharp","2017-09-28 15:54:09",163
8595,"html5","2017-09-28 15:46:21",142
6034,"c-sharp","2017-07-03 13:01:48",114
6034,"html5","2017-10-23 11:20:11",153
6034,"javascript","2017-09-14 08:04:34",103
9834,"mysql","2017-08-14 20:21:51",119
1981,"c-sharp","2017-09-28 22:47:57",172
6271,"autocad","2017-09-10 16:54:25",32
6271,"graphic-design","2017-07-05 16:31:22",177
4760,"java","2017-07-13 15:43:30",106
7395,"python","2017-09-27 06:40:51",177
6381,"c-sharp","2017-09-20 18:50:30",171
2058,"c-plus-plus","2017-11-03 22:28:59",120
2058,"java","2017-11-03 22:16:27",85
2058,"javascript","2017-09-21 22:43:30",103
3368,"azure-for-developers","2017-09-05 19:17:19",195
8018,"aspnet-mvc-5","2017-03-26 17:13:53",122
8018,"c-sharp","2017-04-10 13:15:22",178
8018,"javascript","2017-04-13 19:59:27",120
8018,"python","2017-03-19 12:26:26",166
162,"c-sharp","2017-07-03 11:33:57",167
3032,"maya-character-modeling","2017-05-01 19:18:27",227
3032,"maya-modeling","2016-10-17 17:55:49",170
3032,"zbrush-core-skills","2017-05-01 19:28:59",205
6258,"javascript","2016-09-20 17:09:06",123
2391,"aspnet-mvc-5","2017-09-27 02:35:40",238
2391,"c-sharp","2017-03-04 02:59:41",175
2151,"angular","2017-11-10 09:38:24",78
2151,"c-sharp","2017-07-26 14:57:57",213
2151,"java","2017-10-19 13:40:28",192
2151,"the-scrum-framework","2017-07-25 15:13:06",250
5963,"java","2017-08-15 23:34:38",160
5963,"javascript","2017-07-18 21:22:15",135
5963,"mysql","2017-11-04 21:19:05",81
5088,"mysql","2017-11-17 11:01:29",55
1649,"aspnet-mvc-5","2017-11-11 08:43:14",184
1649,"azure-for-developers","2017-11-11 08:37:53",190
2936,"c-sharp","2017-09-28 07:22:22",146
5335,"3ds-max-environment-modeling","2017-09-03 20:31:14",206
7277,"c-sharp","2017-06-28 00:56:23",121
7277,"css","2017-06-09 22:52:13",208
7277,"mysql","2017-06-28 01:11:17",43
7937,"css","2017-07-06 17:28:43",204
7937,"javascript","2017-07-06 17:20:00",86
7937,"jquery","2017-07-20 21:40:51",97
5457,"c-sharp","2017-06-28 03:36:43",123
4726,"c-sharp","2017-09-25 09:21:50",91
8987,"photoshop-photo-manipulation","2017-11-25 09:26:39",112
8987,"python","2017-11-25 09:33:49",149
539,"unity-game-development-core-skills","2017-10-15 01:48:22",121
2192,"angular-js","2017-05-18 16:01:01",142
2192,"css","2017-05-19 12:13:58",150
2192,"photoshop","2017-05-19 13:54:14",126
1019,"maya-core-skills","2017-06-08 00:13:12",86
1050,"android","2016-11-18 05:03:26",235
1050,"c-sharp","2016-11-18 05:56:05",199
1050,"css","2016-11-10 17:14:56",143
1050,"html5","2016-11-10 17:08:08",189
1050,"java","2016-11-09 18:41:03",251
1050,"javascript","2016-11-10 17:23:17",134
9204,"angular-js","2017-10-05 12:28:27",96
1341,"javascript","2016-11-15 16:30:42",260
3031,"python","2017-01-15 02:16:13",135
2289,"javascript","2017-09-05 11:23:39",157
737,"c-sharp","2016-07-20 17:52:56",14
6929,"javascript","2017-08-25 14:19:04",172
2657,"css","2017-08-19 10:23:37",177
2657,"html5","2017-08-26 10:58:08",188
2657,"javascript","2017-08-16 13:53:16",161
2657,"jquery","2017-08-26 11:08:18",170
2657,"node-js","2017-08-19 10:32:58",129
2657,"react","2017-08-26 10:51:32",134
5163,"active-directory-administration","2017-09-07 13:06:06",58
6317,"java","2017-05-28 10:51:14",151
9156,"javascript","2017-07-31 16:32:21",76
9156,"powershell","2017-07-11 17:04:40",39
7593,"azure-for-developers","2017-11-16 07:45:10",220
7094,"angular-js","2017-08-03 17:00:23",73
7094,"aspnet-mvc-5","2017-06-13 18:52:28",25
7094,"c-sharp","2017-06-07 17:30:08",162
7094,"css","2017-08-10 17:57:25",53
7094,"html5","2017-08-11 15:40:12",133
7094,"java","2017-06-19 15:20:21",123
7094,"javascript","2017-08-10 17:50:23",192
7094,"jquery","2017-08-16 17:36:19",121
7094,"the-scrum-framework","2017-06-29 17:09:17",103
9703,"using-microsoft-office-2016","2017-10-26 14:10:03",68
6744,"java","2017-11-27 09:15:58",133
1302,"c-plus-plus","2017-01-30 21:01:41",186
1302,"c-sharp","2017-08-12 21:33:00",226
1302,"html5","2017-08-12 21:41:41",165
5036,"javascript","2017-09-20 18:38:35",90
5036,"python","2017-09-20 18:45:34",165
8289,"c-plus-plus","2017-09-03 05:22:09",29
8289,"python","2017-06-26 21:06:58",65
8323,"java","2017-11-17 17:11:52",187
2669,"aspnet-mvc-5","2017-09-15 17:53:15",144
2669,"c-sharp","2017-09-15 17:16:04",177
2669,"css","2017-09-15 17:45:12",115
2669,"html5","2017-09-14 20:53:16",210
2669,"java","2017-09-14 20:46:28",129
2669,"javascript","2017-09-15 17:23:50",143
2669,"jquery","2017-09-15 17:37:15",243
2669,"the-scrum-framework","2017-09-18 18:48:24",110
4902,"java","2017-06-29 16:26:46",245
8790,"premiere-pro-cc","2017-08-27 06:32:08",101
273,"java","2017-11-17 20:49:13",141
273,"javascript","2017-11-17 20:24:06",159
273,"mysql","2017-11-17 21:03:52",162
3676,"angular-js","2016-09-12 06:41:30",130
3676,"css","2016-08-08 07:12:20",186
3676,"html5","2016-08-08 07:51:36",165
3676,"javascript","2016-08-10 10:31:59",211
3676,"the-scrum-framework","2017-06-01 17:22:33",200
5996,"c-plus-plus","2017-09-09 09:05:12",156
5996,"c-sharp","2017-10-03 05:59:13",174
994,"aspnet-mvc-5","2016-11-23 04:08:44",210
994,"node-js","2017-03-29 11:10:33",231
994,"python","2017-05-01 11:48:41",224
7072,"java","2017-10-17 12:46:14",167
692,"c-sharp","2017-07-13 16:53:04",101
692,"java","2017-10-03 16:38:13",119
4625,"java","2017-09-21 15:57:07",140
4625,"javascript","2017-10-24 17:59:26",95
3179,"powershell","2017-09-20 18:38:04",192
8521,"c-plus-plus","2017-11-24 03:22:13",139
5001,"c-plus-plus","2017-04-10 02:01:33",108
5001,"python","2017-03-17 04:18:12",82
6225,"python","2016-08-22 14:29:17",42
8387,"angular-js","2017-09-23 10:19:54",164
8387,"java","2017-09-16 19:20:23",189
5275,"sharepoint","2017-11-04 09:27:24",204
9595,"c-sharp","2017-09-27 01:21:04",78
9595,"css","2017-10-17 21:41:12",189
9595,"html5","2017-10-17 21:48:21",151
9595,"javascript","2017-10-17 16:58:57",173
4776,"java","2017-08-22 13:19:31",130
9712,"java","2017-06-03 21:15:32",142
149,"aspnet-mvc-5","2017-07-11 03:48:14",180
149,"c-sharp","2017-09-02 08:59:59",131
149,"html5","2017-09-02 09:07:20",194
149,"jquery","2017-09-02 09:29:25",113
149,"sharepoint","2017-07-11 03:42:33",73
5198,"after-effects-cc","2017-08-05 04:39:40",147
5198,"getting-started-in-houdini","2017-08-05 04:23:40",128
5198,"video-production","2017-08-05 04:33:17",131
7128,"javascript","2017-09-15 16:27:35",205
7128,"react","2017-09-15 16:20:27",135
8931,"javascript","2017-08-10 11:49:19",92
5590,"css","2017-10-20 13:29:11",69
4060,"java","2017-11-08 22:38:04",189
8589,"aspnet-mvc-5","2017-07-23 12:27:23",166
2419,"angular","2017-10-20 11:26:16",142
2419,"c-sharp","2017-10-20 11:46:00",172
2419,"node-js","2017-10-20 07:48:19",106
6130,"javascript","2016-12-14 04:39:16",257
2194,"android","2017-10-18 16:28:04",151
2450,"css","2017-10-04 23:16:10",172
2450,"html5","2017-11-02 07:29:16",187
2450,"javascript","2017-10-04 23:11:25",184
2450,"node-js","2017-10-19 23:32:54",110
2450,"react","2017-10-04 23:05:24",145
6446,"maya-modeling","2017-10-11 15:41:51",123
6861,"aspnet-mvc-5","2017-11-09 07:45:55",146
6861,"c-sharp","2017-10-23 13:20:55",64
6861,"javascript","2017-11-20 15:07:57",101
2299,"3ds-max-environment-modeling","2017-08-18 04:47:30",103
2299,"maya-core-skills","2017-08-18 04:22:14",58
2299,"zbrush-core-skills","2017-08-18 04:33:50",30
8014,"c-sharp","2017-10-13 17:37:37",69
1457,"java","2017-06-26 18:05:31",77
1398,"javascript","2017-09-11 15:13:40",36
3570,"angular","2017-11-20 20:35:30",192
3570,"javascript","2016-11-18 21:18:44",210
1232,"group-policy-administration-and-troubleshooting","2017-09-19 14:51:12",98
1232,"mysql","2017-09-19 14:43:10",89
1232,"sharepoint","2017-09-19 15:39:23",130
7175,"sharepoint","2017-09-22 20:12:27",185
7175,"using-microsoft-office-2016","2017-09-22 20:20:48",79
2092,"css","2017-06-27 15:08:53",164
9381,"c-sharp","2017-02-10 02:58:13",111
9381,"java","2017-02-09 13:26:33",195
2358,"unity-game-development-core-skills","2017-11-03 15:23:42",101
1489,"powershell","2016-12-21 09:18:38",127
2003,"css","2017-07-14 17:34:26",182
2003,"react","2017-07-14 17:44:59",165
9541,"c-sharp","2016-09-08 16:42:07",183
4042,"mysql","2017-04-28 16:07:41",101
8158,"node-js","2017-07-15 07:35:08",118
1057,"javascript","2017-10-09 06:33:22",117
1057,"node-js","2017-10-09 06:28:49",64
1046,"css","2017-09-08 09:41:25",225
1046,"html5","2017-09-08 07:30:19",185
1046,"javascript","2017-09-07 19:25:44",202
1046,"jquery","2017-09-08 09:33:13",196
1046,"node-js","2017-09-08 09:27:31",70
1046,"react","2017-09-07 19:34:16",180
6327,"c-plus-plus","2017-06-29 20:39:42",206
6327,"java","2017-10-10 20:28:18",166
3721,"c-sharp","2017-11-26 16:30:13",156
7075,"c-sharp","2017-07-05 20:07:47",105
3439,"c-sharp","2017-08-24 21:05:48",232
9965,"powershell","2017-06-02 08:34:47",119
3420,"javascript","2017-10-19 07:42:28",152
8012,"c-sharp","2017-09-15 15:15:22",94
9875,"aspnet-mvc-5","2017-07-18 09:59:34",79
8666,"c-plus-plus","2017-10-04 05:33:04",188
8666,"getting-started-in-houdini","2017-07-14 08:57:56",156
8666,"powershell","2017-10-16 07:26:41",90
4491,"azure-for-developers","2017-11-10 10:42:03",223
8916,"angular-js","2017-07-28 05:25:39",113
8916,"aspnet-mvc-5","2017-07-28 05:45:19",74
8916,"c-sharp","2017-07-28 05:55:33",127
8916,"css","2017-07-28 06:02:42",209
8916,"html5","2017-07-25 04:56:37",228
8916,"javascript","2017-08-11 06:51:52",226
8916,"jquery","2017-07-25 00:48:47",176
8916,"node-js","2017-08-02 02:13:26",140
8916,"react","2017-07-28 05:37:50",113
9994,"html5","2017-10-06 15:18:10",166
9994,"javascript","2017-10-06 15:04:20",217
4207,"graphic-design","2016-12-10 23:49:29",144
4207,"photoshop","2016-12-11 00:15:02",175
4207,"powershell","2016-12-17 02:57:26",34
3624,"angular-js","2017-03-01 21:53:20",84
3624,"c-sharp","2016-12-16 04:27:15",161
3624,"node-js","2016-12-05 17:49:37",126
2127,"powershell","2016-12-28 13:51:41",200
9779,"javascript","2017-09-02 19:27:54",149
3366,"c-plus-plus","2017-05-20 21:54:04",84
3366,"javascript","2017-07-21 01:00:36",161
3366,"node-js","2017-05-20 21:39:28",143
3366,"python","2017-07-21 00:53:58",144
2403,"c-sharp","2017-10-24 03:08:55",152
9085,"javascript","2016-08-25 00:05:55",175
5874,"c-sharp","2017-05-11 14:57:50",178
5874,"css","2017-05-11 15:09:29",198
1091,"c-sharp","2017-09-19 16:27:48",188
9882,"css","2017-07-21 16:30:56",104
9882,"html5","2017-07-21 16:34:16",183
9882,"javascript","2017-07-21 16:38:56",142
9882,"node-js","2017-07-21 00:39:24",231
9882,"react","2017-07-21 16:24:20",154
7665,"windows-server-management","2017-11-27 04:50:14",168
1073,"angular-js","2017-05-13 15:26:51",164
1073,"aspnet-mvc-5","2017-11-11 22:02:09",126
1073,"c-plus-plus","2017-05-13 15:38:29",105
1073,"c-sharp","2017-05-13 20:31:55",176
1073,"css","2017-05-13 15:31:52",135
1073,"html5","2017-05-13 15:14:03",233
1073,"javascript","2017-11-12 19:22:06",185
1073,"jquery","2017-05-13 15:49:30",117
1073,"mysql","2017-05-13 15:44:26",92
1073,"node-js","2017-05-13 15:53:45",89
2263,"angular","2017-10-11 16:46:37",192
8465,"powershell","2017-09-24 21:04:50",117
1727,"mysql","2017-10-30 05:14:20",141
1727,"python","2017-10-23 13:16:33",247
2801,"after-effects-cc","2017-07-27 07:03:14",207
120,"node-js","2017-10-06 02:13:56",51
3107,"java","2017-08-14 20:31:35",64
8940,"android","2017-07-24 17:24:53",140
8940,"android-associate-developer","2017-09-09 06:17:23",86
3055,"c-sharp","2017-04-04 18:47:13",176
4737,"c-sharp","2017-08-02 08:29:39",95
3069,"android","2017-09-27 11:26:28",150
3069,"c-sharp","2017-09-27 12:27:57",121
3069,"docker","2017-09-27 11:11:45",76
3069,"html5","2017-09-27 11:35:13",107
3069,"java","2017-10-06 08:26:50",87
3069,"javascript","2017-09-27 11:42:06",120
3069,"jquery","2017-09-27 11:50:12",102
3731,"javascript","2017-10-12 12:39:50",63
6140,"after-effects-cc","2017-07-05 18:47:12",48
6140,"c-plus-plus","2017-07-11 18:33:40",91
6140,"c-sharp","2017-06-28 14:18:00",133
6140,"javascript","2017-06-28 13:24:11",64
6140,"python","2017-06-28 14:11:33",86
6379,"android","2017-05-14 16:26:50",224
6379,"angular-js","2017-05-13 17:52:41",102
6379,"java","2017-06-15 07:56:43",109
6060,"autocad","2017-06-20 17:21:14",152
8770,"javascript","2017-09-21 10:18:19",126
7271,"jquery","2017-06-24 12:59:51",140
7943,"c-plus-plus","2017-09-04 07:23:47",143
7943,"html5","2017-09-06 09:59:55",209
7943,"java","2017-09-06 09:53:56",193
7943,"react","2017-09-04 07:07:58",156
2603,"javascript","2017-05-30 12:38:18",104
2130,"c-sharp","2017-07-07 13:59:19",113
9989,"python","2017-10-09 11:44:36",158
6925,"angular-js","2017-09-05 14:22:58",179
6925,"c-plus-plus","2017-09-05 15:15:30",197
6925,"css","2017-09-05 14:55:14",85
6925,"html5","2017-09-05 14:46:03",171
6925,"java","2017-09-05 15:04:51",162
6925,"javascript","2017-09-05 14:37:21",194
7273,"android","2017-05-29 17:28:32",189
7273,"docker","2017-06-07 14:54:22",104
7273,"java","2017-05-31 00:29:23",166
7273,"javascript","2017-05-31 00:40:43",119
7273,"node-js","2017-05-31 00:03:43",177
7273,"the-scrum-framework","2017-05-29 16:05:17",49
2591,"c-sharp","2017-07-10 15:35:32",28
5929,"aspnet-mvc-5","2017-07-03 14:59:55",148
8771,"java","2017-11-23 04:08:08",86
8771,"android-associate-developer","2017-10-13 17:39:44",69
6914,"c-sharp","2017-09-25 16:18:20",129
3162,"aspnet-mvc-5","2017-03-17 10:26:39",152
3162,"c-sharp","2017-10-20 13:00:26",218
3162,"css","2017-05-31 17:25:14",143
2975,"javascript","2017-05-25 14:53:47",132
3859,"powershell","2017-02-08 17:54:49",12
6055,"angular-js","2017-10-27 11:38:46",184
2893,"java","2017-07-13 10:52:29",133
2541,"angular","2017-10-09 10:04:32",170
2541,"css","2017-07-31 09:10:00",174
2541,"docker","2017-07-31 09:13:42",204
2541,"html5","2017-07-31 09:17:40",220
2541,"java","2017-06-30 14:06:47",133
2541,"javascript","2017-07-31 09:22:19",196
5546,"aspnet-mvc-5","2016-11-24 10:27:10",234
5546,"c-sharp","2016-11-24 08:26:02",219
5546,"javascript","2017-11-07 10:14:24",162
6118,"c-sharp","2017-11-13 00:17:38",65
8526,"mysql","2017-08-01 16:58:59",119
8526,"the-scrum-framework","2017-10-06 12:10:42",168
5110,"angular-js","2017-01-11 05:09:10",203
1653,"javascript","2016-12-31 17:39:19",138
1653,"node-js","2017-11-13 14:11:10",125
1653,"python","2017-01-01 19:11:34",207
6781,"group-policy-administration-and-troubleshooting","2017-07-26 22:58:49",193
7514,"c-sharp","2017-09-15 11:37:17",177
4030,"the-scrum-framework","2017-07-13 08:53:09",82
7083,"aspnet-mvc-5","2017-08-06 16:29:05",216
7083,"c-sharp","2017-08-06 16:01:50",189
1328,"c-sharp","2017-04-19 15:24:56",90
2225,"html5","2017-10-22 05:28:54",186
9853,"css","2017-10-24 00:13:36",105
9853,"javascript","2017-10-25 12:02:04",39
3435,"3ds-max-environment-modeling","2017-01-14 19:01:00",155
3435,"android","2017-08-17 22:05:26",158
3435,"c-plus-plus","2017-01-06 18:43:42",176
3435,"c-sharp","2017-09-20 16:10:13",130
3435,"css","2017-01-04 20:14:24",241
3435,"docker","2016-12-29 02:06:56",190
3435,"graphic-design","2016-08-22 16:59:22",175
3435,"html5","2017-10-14 01:43:04",209
3435,"java","2017-02-03 19:23:41",192
3435,"javascript","2016-12-29 02:00:44",246
3435,"jquery","2017-03-06 23:31:31",212
3435,"mysql","2017-01-14 19:39:14",184
3435,"node-js","2016-12-30 18:00:02",249
3435,"python","2017-01-20 15:12:18",186
3435,"react","2017-06-09 00:46:32",259
3541,"java","2017-09-08 09:00:22",140
4889,"python","2017-09-26 21:37:39",77
8470,"aspnet-mvc-5","2017-04-06 16:52:21",90
8470,"c-sharp","2017-03-31 10:32:35",149
8470,"html5","2017-02-13 08:30:49",181
4862,"getting-started-in-houdini","2017-11-26 08:59:52",135
6105,"photoshop","2017-11-01 19:12:47",95
972,"css","2017-09-24 19:29:44",125
972,"html5","2017-09-24 19:05:48",150
972,"javascript","2017-09-24 18:48:53",115
972,"python","2017-09-24 18:58:57",178
5037,"android","2017-09-27 14:27:50",171
5037,"java","2017-09-27 14:50:37",172
2381,"python","2017-02-11 05:07:57",64
5263,"java","2017-05-26 18:41:45",128
3818,"c-sharp","2017-07-13 10:46:24",158
3818,"javascript","2017-08-22 14:21:58",113
8896,"zbrush-core-skills","2017-08-18 18:12:33",185
6789,"c-sharp","2017-08-15 01:21:31",128
6898,"aspnet-mvc-5","2016-12-24 03:57:24",182
6898,"c-sharp","2016-09-08 19:52:26",219
6898,"javascript","2016-12-14 22:39:11",196
6898,"node-js","2016-12-14 22:33:10",121
5287,"c-plus-plus","2017-09-21 12:48:01",271
7126,"python","2017-06-13 01:31:26",68
4105,"active-directory-administration","2017-10-17 23:33:11",238
4105,"azure-administrator","2017-10-17 22:13:26",225
4105,"azure-for-developers","2017-10-17 22:32:01",215
4105,"azure-infrastructure-as-a-service","2017-10-17 18:57:43",204
4105,"docker","2017-10-20 11:03:41",220
4105,"group-policy-administration-and-troubleshooting","2017-10-20 00:19:11",213
4105,"powershell","2017-10-20 00:35:12",182
4105,"security-for-hackers-and-developers","2017-10-20 02:34:13",95
4105,"azure-solutions-architect","2017-10-17 19:14:05",221
376,"html5","2017-09-08 05:14:36",24
376,"python","2017-07-12 18:05:28",30
3645,"c-sharp","2016-07-29 15:21:18",125
3645,"node-js","2016-08-08 00:50:00",58
363,"c-sharp","2017-11-26 03:41:04",173
5223,"aspnet-mvc-5","2017-10-13 02:58:54",165
5223,"c-sharp","2017-10-13 02:35:26",208
5223,"css","2017-10-13 03:05:53",105
5223,"html5","2017-10-13 02:52:56",145
5223,"javascript","2017-10-13 02:48:07",206
9774,"the-scrum-framework","2017-08-02 18:26:42",150
5972,"javascript","2017-06-09 16:49:05",110
3686,"python","2017-09-12 20:23:57",135
2917,"active-directory-administration","2017-11-20 22:15:10",233
2917,"azure-administrator","2017-11-20 22:05:49",194
2917,"powershell","2017-11-20 22:26:03",124
2917,"sharepoint","2017-11-20 21:55:43",144
2917,"azure-solutions-architect","2017-11-20 22:09:28",109
3851,"photoshop","2017-09-27 18:50:44",204
7364,"angular-js","2017-03-04 02:41:26",159
7364,"javascript","2017-03-04 02:32:04",161
6385,"css","2017-03-07 19:50:08",270
6385,"html5","2017-03-07 19:57:08",199
6385,"javascript","2017-03-07 20:10:55",105
6385,"jquery","2017-03-07 20:18:05",113
2100,"aspnet-mvc-5","2017-09-14 01:05:41",209
2100,"c-sharp","2017-09-14 00:48:11",177
2100,"html5","2017-09-14 00:54:15",233
2100,"java","2017-10-25 00:10:18",121
2100,"javascript","2017-09-14 00:59:20",128
8863,"javascript","2016-07-27 18:34:32",151
8863,"node-js","2016-07-27 18:44:55",50
8731,"c-sharp","2017-11-24 09:34:26",208
8731,"javascript","2017-03-27 11:17:15",136
8731,"react","2017-04-18 14:58:03",157
5758,"c-sharp","2017-03-19 14:05:49",102
5758,"python","2017-01-21 03:58:45",169
4738,"java","2017-07-02 19:46:59",102
3165,"c-sharp","2017-10-17 11:52:20",71
8733,"3ds-max-environment-modeling","2017-10-10 13:37:57",192
8733,"c-sharp","2017-10-10 13:30:28",111
8733,"css","2017-10-20 12:10:56",184
8733,"html5","2017-10-20 12:26:43",194
8733,"javascript","2017-10-20 11:55:32",139
8733,"jquery","2017-10-10 13:48:45",171
8733,"node-js","2017-10-20 12:18:13",65
9856,"python","2017-06-06 00:04:35",53
4475,"java","2017-11-21 23:51:57",103
4475,"python","2017-11-10 19:15:53",90
854,"aspnet-mvc-5","2017-07-01 21:33:27",159
981,"html5","2017-02-18 18:11:29",96
981,"javascript","2017-08-02 10:02:44",18
4771,"python","2017-07-15 04:00:31",216
6403,"angular-js","2017-05-01 11:10:15",221
6403,"aspnet-mvc-5","2017-01-09 20:00:38",217
6403,"javascript","2017-01-09 20:10:47",265
2306,"c-sharp","2017-11-20 09:17:30",91
1541,"docker","2017-05-27 04:56:57",88
1541,"powershell","2016-12-22 08:49:57",222
2510,"docker","2017-11-28 13:58:31",107
2510,"node-js","2017-11-28 14:03:43",109
2510,"react","2017-11-28 14:09:29",133
3495,"android","2017-02-02 10:16:39",104
3495,"aspnet-mvc-5","2017-03-22 09:06:50",211
3495,"c-plus-plus","2017-02-02 10:55:10",82
3495,"c-sharp","2016-09-09 13:16:46",152
3495,"css","2017-02-02 10:26:07",110
3495,"html5","2017-02-02 10:35:41",137
3495,"java","2017-02-02 10:43:11",160
